"","CaseID","weight","WORK_1","WORK_2","WORK_3","WORK_4","EMPLOYED","FULLPART","SELFEMPLOYED","OCCUPATION_col","INDUSTRY_col","TEACHSTEM","WORKTYPE_FINAL","SCH2a","SCH2b","SCH3a","SCH3b","SCH3c","SCH3d","SCH4","SCH5a","SCH5b","SCH5c","SCH6a","SCH6b","SCH6c","SCH6d","SCH6e","SCH6f","SCH6g","SCH6h","SCH7","SCH8a","SCH8b","SCH9a","SCH9b","SCH10_flag","SCH10A_1","SCH10A_2","SCH10A_3","SCH10A_4","SCH10A_5","SCH10A_6","SCH10A_Refused","SCH10B_1","SCH10B_2","SCH10B_3","SCH10B_4","SCH10B_5","SCH10B_6","SCH10B_Refused","JOBVALU1_1","JOBVALU1_2","JOBVALU1_3","JOBVALU1_4","JOBVALU1_5","JOBVALU1_6","JOBVALU1_7","JOBVALU1_8","JOBVALU1_Refused","JOBVALU2","AHEADa","AHEADb","AHEADc","AHEADd","AHEADe","AHEADf","AHEADg","TALENT","PROVE","RESPECTA","RESPECTB","FAMSTEM1","FAMSTEM2_1","FAMSTEM2_2","FAMSTEM2_Refused","INTEREST1","STEMJOBa","STEMJOBb","STEMJOBc","STEMJOBd","STEMJOBe","STEMJOBf","STEMJOBg","STEMJOBh","DOV_FORM","REASON1a","REASON1b","REASON1c","REASON1d","REASON1e","REASON1f","REASON1g","REASON2a","REASON2b","REASON2c","REASON2d","REASON2e","REASON2f","REASON2g","TECH1","TECH2","TECH3","TECH4","TECH5","TECH6","GEND1","GEND2","GEND3","GEND4","GEND5","GEND6_a","GEND6_b","GEND6_c","GEND6_d","GEND6_Refused","ETHN1","ETHN2a","ETHN2b","ETHN2c","ETHN2d","ETHN3a","ETHN3b","ETHN3c","ETHN3d","ETHN4","ETHN5","ETHN6_a","ETHN6_b","ETHN6_c","ETHN6_d","ETHN6_Refused","GENDJOB1","ETHNJOB1","GENDDISC_a","GENDDISC_b","GENDDISC_c","GENDDISC_d","GENDDISC_e","GENDDISC_f","GENDDISC_g","GENDDISC_h","GENDDISC_i","GENDDISC_Refused","ETHNDISC_a","ETHNDISC_b","ETHNDISC_c","ETHNDISC_d","ETHNDISC_e","ETHNDISC_f","ETHNDISC_g","ETHNDISC_h","ETHNDISC_i","ETHNDISC_Refused","HARASS1","HARASS2","HARASS3","VOTECH","RELATE1","RELATE2","SCICOUR1","MATHCOUR1","FIRSTCOLL","PARTY","PARTYLN","IDEO","PUBLIC","XSPANISH","Xparent","PPCM1301_col","PPCM0166","ppagecat","ppagect4","PPETHM","PPGENDER","PPHHHEAD","HH_INCOME_col","PPMARIT","PPMSACAT","PPREG4","SCH1_OE1_col","SCH1_OE2_col","SCH1_OE3_col","SCH7_OE1_col","INTEREST2_OE","INTEREST3_OE1_col","INTEREST3_OE2_col","INTEREST3_OE3_col","ETHNJOB2_OE1_col","ETHNJOB2_OE2_col","GENDJOB2_OE1_col","GENDJOB2_OE2_col","GENDJOB2_OE3_col","DEGREE1_computer","DEGREE1_math","DEGREE1_life","DEGREE1_physical","DEGREE1_engineering","DEGREE1_health","DEGREE1_otherstem","DEGREE1_othernonstem","DEGREE2_computer","DEGREE2_math","DEGREE2_life","DEGREE2_physical","DEGREE2_engineering","DEGREE2_health","DEGREE2_otherstem","DEGREE2_othernonstem","STEM_DEGREE","SCICOUR2_t","MATHCOUR2_t","PPT017_t","PPT18OV_t","PPHHSIZE_t","EDUC4CAT","RACE_col","RECONA_col","RECONB_col","RECONC_col"
"762",933,0.0987,1,2,2,2,1,1,2,3,5,8,1,2,2,2,1,3,2,2,4,2,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,2,1,1,1,9,1,1,1,1,1,2,1,1,1,0,0,NA,3,1,1,1,1,3,1,3,1,2,2,3,2,1,1,2,2,2,2,2,2,2,2,3,2,1,3,3,2,1,3,3,3,2,1,0,0,0,0,3,1,1,1,1,1,1,1,1,3,3,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,2,2,1,1,1,2,1,2,2,NA,4,1,1,1,2,5,3,2,4,1,1,3,1,1,3,107,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,3,2,5,3,1,1,NA,NA
"763",934,1.3311,1,2,2,2,1,1,2,10,19,8,2,2,2,2,2,3,2,3,4,3,3,2,2,2,1,1,2,2,2,1,1,1,2,1,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,1,1,0,0,4,1,3,1,1,3,1,1,2,2,2,2,2,NA,NA,NA,2,1,3,2,3,3,3,3,3,2,1,1,2,1,2,3,3,2,2,2,1,2,3,1,2,1,1,3,3,1,2,1,1,3,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,3,1,1,1,1,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,2,2,1,2,1,1,1,2,NA,4,NA,1,2,3,3,2,1,1,2,0,3,6,1,4,113,NA,NA,NA,30,21,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,0,2,2,3,1,NA,NA,NA
"764",935,0.1923,2,1,2,2,1,2,2,13,3,8,1,2,2,2,3,2,2,3,3,3,4,1,1,1,1,1,1,1,1,1,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,2,2,3,3,1,2,3,2,1,4,1,1,1,1,0,0,NA,1,1,2,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,3,2,2,0,1,0,0,0,3,1,2,3,1,1,2,3,1,1,3,0,1,0,0,0,3,3,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,2,NA,NA,NA,NA,NA,3,2,4,1,2,1,2,2,3,2,4,2,0,2,1,1,4,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,1,1,NA,NA,NA
"765",936,0.0525,1,2,2,2,1,1,2,3,5,8,1,2,2,2,3,3,2,4,4,4,4,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,1,1,0,0,2,1,3,3,1,2,1,1,1,1,2,1,1,0,1,0,NA,1,1,1,1,1,1,1,1,2,1,1,2,1,3,1,3,1,1,1,1,3,1,3,1,1,1,2,3,1,1,2,2,2,1,1,1,1,0,0,1,1,2,2,1,1,2,2,1,2,1,1,1,1,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2,1,1,NA,NA,1,1,2,1,NA,2,NA,1,2,2,7,5,4,5,1,1,4,1,1,3,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,0,2,2,2,4,1,NA,NA
"766",938,0.9355,2,2,2,1,1,2,1,1,11,8,2,1,2,3,3,4,3,3,3,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,0,0,0,0,1,3,3,3,3,3,3,3,2,NA,NA,NA,1,0,1,0,1,1,1,3,3,1,3,1,3,1,3,2,3,3,3,1,3,1,2,3,3,3,2,2,2,3,3,3,2,3,1,1,1,3,4,NA,NA,NA,NA,NA,3,1,1,1,1,1,1,1,1,1,4,NA,NA,NA,NA,NA,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,2,2,3,3,1,1,2,3,1,3,2,1,1,4,1,4,3,1,2,0,5,1,0,3,105,NA,NA,NA,20,96,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,3,12,1,3,4,3,1,NA,NA,NA
"767",940,2.186,1,2,2,2,1,1,2,18,12,8,2,2,2,2,2,2,2,2,3,2,3,2,2,1,1,1,2,1,2,2,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,5,1,1,3,1,2,1,3,2,3,2,2,2,NA,NA,NA,3,1,3,3,1,1,3,1,1,2,1,1,3,1,2,3,2,3,3,3,3,3,3,3,3,3,2,3,3,2,2,1,1,3,3,0,1,0,0,0,1,1,1,1,1,1,1,1,1,3,3,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,2,2,1,4,3,1,1,2,1,NA,3,NA,1,2,2,4,2,1,1,2,0,5,5,1,3,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,3,3,2,1,NA,NA,NA
"768",941,0.0708,2,1,2,2,1,2,2,12,16,8,1,1,2,1,2,1,2,1,1,1,1,1,2,1,2,2,1,1,2,4,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,6,2,2,2,1,2,1,2,1,2,4,2,2,NA,NA,NA,NA,3,2,1,1,1,1,1,1,2,3,3,3,1,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,1,2,3,3,3,0,0,0,1,0,3,1,1,1,1,1,1,1,1,3,3,0,1,0,0,0,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,2,1,1,1,1,1,2,1,NA,3,NA,1,2,2,3,4,3,1,2,1,2,1,1,2,112,NA,NA,11,NA,NA,NA,NA,NA,NA,97,NA,NA,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,0,4,4,2,1,NA,NA,NA
"769",942,0.1621,1,2,2,2,1,1,2,4,5,8,1,2,2,2,2,3,3,3,3,3,3,1,2,1,2,1,1,1,1,2,1,1,2,2,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,5,2,3,3,1,2,3,3,2,2,1,1,2,NA,NA,NA,NA,3,3,3,3,1,3,3,3,2,1,2,2,1,2,3,2,1,2,2,1,2,1,3,3,3,2,3,3,3,1,1,1,3,2,0,1,1,0,0,3,1,1,1,1,1,9,1,1,3,2,0,1,1,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2,2,1,1,2,1,1,1,1,NA,2,NA,1,2,2,7,5,3,1,1,1,5,1,1,2,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,98,98,0,2,2,2,1,NA,2,NA
"770",943,2.0623,1,2,2,2,1,1,2,19,7,8,2,1,2,2,2,1,3,4,4,3,4,1,1,2,1,1,1,2,1,1,1,2,9,2,1,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,1,1,0,0,2,1,1,1,1,3,1,1,2,3,1,2,2,NA,NA,NA,2,1,3,1,1,1,1,1,2,1,1,2,1,1,2,3,3,1,1,1,1,2,3,1,2,1,1,2,1,1,2,1,1,3,1,1,1,1,0,0,1,1,3,2,2,1,3,2,2,3,1,1,1,1,0,0,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2,2,2,2,3,1,1,2,2,NA,5,NA,1,2,2,7,2,1,1,1,1,3,5,1,2,106,107,NA,NA,30,11,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,0,1,1,2,1,NA,NA,NA
"771",945,0.1987,1,2,2,2,1,1,2,4,5,8,1,2,2,2,1,2,2,3,4,2,2,2,1,1,1,1,1,2,1,2,1,1,2,2,1,1,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,0,1,0,0,2,1,1,3,1,3,1,3,2,2,1,2,1,1,0,0,NA,1,1,2,3,1,3,3,2,1,2,1,1,2,1,2,1,1,2,1,1,1,3,1,1,1,1,2,3,1,1,1,2,2,1,1,1,1,0,0,1,1,2,2,1,1,1,1,1,2,1,1,1,1,0,0,1,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,2,1,1,1,1,2,3,1,3,NA,1,2,2,7,1,1,1,2,1,4,1,1,2,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,15,10,0,2,2,3,1,NA,1,NA
"772",946,1.0281,2,2,1,2,1,1,1,10,5,8,2,3,3,3,3,3,3,3,3,3,3,2,2,2,1,2,1,3,1,1,1,1,2,2,1,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,0,0,0,1,1,1,3,3,3,3,3,1,NA,NA,NA,2,NA,NA,NA,5,1,3,3,3,1,3,3,1,1,1,1,2,2,1,1,1,1,1,1,2,1,2,1,3,3,1,3,3,2,2,3,3,3,2,1,1,1,0,0,3,1,2,2,1,2,2,2,2,1,2,1,1,0,0,0,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,2,1,1,1,2,2,3,1,1,NA,1,2,2,7,5,3,1,2,1,5,1,1,3,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,2,NA,0,3,3,4,1,NA,NA,NA
"773",947,0.1178,1,2,2,2,1,1,2,4,12,8,1,2,2,2,2,2,3,3,3,2,2,3,2,2,2,1,1,1,1,2,1,1,2,2,1,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,0,0,0,0,2,1,3,3,1,3,1,2,2,3,2,2,2,NA,NA,NA,NA,1,3,3,3,1,3,1,3,2,2,2,3,3,3,3,2,2,2,3,3,2,2,2,2,3,1,3,3,2,1,1,1,1,3,0,0,1,0,0,2,1,1,1,1,1,1,1,1,3,2,0,1,0,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,2,2,2,1,3,1,1,1,1,NA,2,NA,1,2,1,7,5,3,1,1,1,5,1,1,3,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,5,8,0,2,2,4,1,NA,1,NA
"774",948,1.2753,1,2,2,2,1,1,2,10,12,8,2,3,3,4,4,4,4,3,3,3,3,2,1,1,1,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,1,1,1,2,1,2,1,1,1,3,1,1,2,NA,NA,NA,4,1,3,2,3,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,3,3,1,3,1,1,3,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,3,1,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,2,2,4,4,3,2,2,3,2,4,NA,1,2,2,6,3,2,1,2,1,2,3,1,3,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,0,1,1,2,1,NA,NA,NA
"775",949,1.3601,2,1,2,2,1,2,2,24,3,8,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,4,1,1,1,1,1,1,1,1,1,1,1,2,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,0,0,0,1,0,3,3,1,1,1,1,3,1,1,1,1,0,0,0,1,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,NA,NA,NA,NA,NA,1,NA,5,NA,1,2,1,5,4,3,1,1,1,5,5,1,1,300,NA,NA,NA,80,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,2,1,1,NA,NA,NA
"776",950,0.4143,1,2,2,2,1,1,2,5,19,8,1,2,2,4,3,2,3,4,3,2,2,2,2,2,1,1,2,2,2,1,1,1,2,1,1,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,0,0,0,0,4,1,1,1,3,3,1,1,2,1,2,2,2,NA,NA,NA,NA,3,2,1,1,1,3,1,1,1,1,1,3,2,1,2,1,1,1,3,1,1,3,1,2,3,1,3,3,3,1,3,3,2,2,0,1,0,0,0,1,1,2,2,2,1,2,2,2,2,2,1,1,1,0,0,1,2,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,1,2,1,1,1,2,NA,3,1,1,1,1,5,3,2,1,2,1,5,1,1,1,109,NA,NA,NA,20,NA,NA,NA,NA,NA,51,11,14,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,98,98,2,2,4,4,1,NA,NA,2
"777",951,0.361,1,2,2,2,1,1,2,3,12,8,1,3,3,3,3,3,3,4,4,3,2,1,1,1,2,1,1,1,1,2,2,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,3,1,1,1,2,1,1,1,1,2,2,1,1,0,0,NA,3,3,1,3,3,3,3,1,1,2,2,2,2,2,2,2,1,3,3,3,3,1,2,2,3,2,2,3,3,1,1,1,3,3,0,0,1,0,0,1,1,1,1,1,1,1,1,1,3,4,NA,NA,NA,NA,NA,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2,2,2,NA,NA,NA,NA,NA,3,1,2,2,1,1,2,7,2,2,1,1,1,4,1,1,3,114,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,4,1,1,1,NA,NA
"778",952,0.1741,1,2,2,2,1,1,2,4,5,8,1,2,2,9,2,3,3,3,4,2,1,3,2,2,1,2,1,2,2,1,1,1,2,2,1,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,0,0,0,0,5,1,3,3,1,3,1,1,2,3,1,1,2,NA,NA,NA,NA,1,3,3,1,3,3,1,1,1,2,2,3,3,1,2,1,2,2,3,2,2,2,1,3,3,9,3,3,9,3,1,1,3,3,0,0,1,0,0,1,1,1,1,1,1,1,9,1,3,3,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,2,2,2,1,1,1,2,1,NA,1,NA,1,2,2,7,5,3,1,1,1,5,1,0,3,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,98,4,0,2,2,3,1,NA,1,NA
"779",954,1.1744,2,2,1,2,1,1,1,19,6,8,2,3,3,3,3,3,3,4,4,4,4,1,1,1,1,1,1,1,1,3,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,3,1,1,3,1,1,1,NA,NA,NA,2,NA,NA,NA,4,3,3,3,9,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,1,1,3,4,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,3,4,NA,NA,NA,NA,NA,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,2,2,NA,NA,2,1,2,3,2,4,NA,1,2,4,1,4,3,1,1,1,5,1,1,3,111,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,1,2,1,NA,NA,NA
"780",956,0.1929,1,2,2,2,1,1,2,12,16,8,1,2,2,2,2,2,3,4,4,4,4,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,0,0,0,0,1,1,1,2,1,3,1,1,1,2,1,1,1,1,1,0,NA,1,1,1,1,1,3,1,1,2,3,3,2,3,3,1,2,3,3,3,3,3,1,3,1,3,3,1,3,3,1,1,1,1,3,1,1,1,0,0,3,1,1,1,1,1,1,1,1,1,3,1,1,1,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,1,1,1,2,1,1,2,1,NA,3,NA,1,2,2,6,2,2,1,2,1,5,1,1,3,100,105,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,98,98,2,2,4,3,1,NA,NA,NA
"781",957,0.0941,1,2,2,2,1,1,2,3,16,8,1,2,2,3,3,3,3,4,4,3,2,3,1,2,2,3,1,2,2,3,1,1,2,2,1,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,0,1,0,0,2,1,3,2,1,3,1,1,2,1,2,2,2,NA,NA,NA,NA,2,1,1,3,3,3,3,1,1,2,2,2,1,3,3,3,1,2,1,2,3,3,1,1,1,2,2,1,2,2,1,1,1,3,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,4,NA,NA,NA,NA,NA,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2,2,1,1,2,1,1,2,3,2,4,NA,1,2,1,7,3,2,1,1,1,4,6,1,4,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,15,5,0,2,2,4,1,1,NA,NA
"782",958,0.0715,1,2,2,2,1,1,2,3,9,8,1,2,2,2,3,3,4,2,2,1,1,1,3,1,2,1,3,3,1,4,2,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,2,1,1,3,1,3,1,3,1,4,1,1,1,1,0,0,NA,3,3,3,3,3,3,3,1,2,3,3,3,3,3,2,3,2,3,3,3,2,3,1,1,2,3,1,2,3,3,1,1,3,5,NA,NA,NA,NA,NA,3,1,1,1,1,1,1,1,1,3,5,NA,NA,NA,NA,NA,3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,2,1,1,1,1,1,2,4,1,1,NA,1,2,2,4,5,3,1,1,1,4,1,1,3,100,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,15,5,0,4,4,4,1,1,NA,NA
"783",959,0.0821,2,1,2,2,1,2,2,12,16,8,1,2,2,3,3,3,4,3,3,3,3,1,1,2,2,1,1,1,1,1,1,2,2,2,1,1,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,0,1,0,0,2,1,3,3,3,3,1,1,1,3,2,2,2,NA,NA,NA,NA,3,1,2,3,1,3,1,3,1,3,3,3,3,3,2,2,3,2,3,3,2,3,1,3,3,3,3,3,3,2,1,1,3,3,0,1,1,0,0,1,1,1,1,1,1,1,1,1,3,3,0,1,1,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,2,2,2,1,1,1,1,2,1,NA,3,2,1,1,2,1,2,2,1,2,1,3,1,1,2,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,1,2,3,3,1,NA,NA,NA
"784",961,1.3134,1,2,2,2,1,1,2,2,10,8,2,1,2,2,3,2,3,4,4,4,4,2,3,2,1,1,1,1,2,2,1,1,2,2,1,1,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,0,1,0,0,2,1,3,1,3,2,1,2,1,1,2,2,2,NA,NA,NA,1,1,1,2,1,1,3,1,1,2,2,2,3,3,3,3,2,2,2,3,3,3,3,2,3,3,3,2,3,3,2,1,1,3,5,NA,NA,NA,NA,NA,3,1,2,2,2,1,2,2,2,3,2,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,2,2,2,NA,NA,1,1,1,1,NA,3,1,1,1,2,7,3,2,1,1,1,4,1,1,3,102,NA,NA,NA,20,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2,2,4,2,1,NA,NA,NA
"785",964,0.0739,1,2,2,2,1,1,2,11,16,8,1,2,2,1,1,1,1,2,2,2,1,2,3,2,1,2,3,2,1,1,1,1,2,2,1,1,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,1,0,0,2,1,1,3,1,1,1,3,2,1,1,1,1,1,0,0,NA,3,3,3,3,1,3,1,1,2,2,2,1,1,2,2,2,1,1,1,1,2,2,1,1,3,1,1,3,1,1,1,1,3,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,3,1,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,2,2,2,1,1,1,1,2,4,2,3,NA,1,2,3,7,2,2,1,1,1,4,1,1,2,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,98,98,0,2,2,4,1,NA,NA,NA
"786",965,0.1967,1,2,1,2,1,1,1,3,16,8,1,2,2,3,2,3,3,3,3,2,1,2,2,1,2,1,1,1,2,4,1,1,2,2,1,0,1,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,NA,3,3,1,1,3,1,2,1,3,1,2,1,0,1,0,NA,1,2,1,3,3,1,1,2,1,3,3,3,3,2,1,3,3,3,3,3,2,2,2,3,2,3,3,3,3,3,1,1,3,2,0,1,0,0,0,3,1,1,1,1,1,1,1,1,3,3,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,2,1,1,1,1,2,3,1,3,NA,1,2,3,5,2,1,1,1,1,4,1,1,2,105,NA,NA,11,NA,NA,NA,NA,83,NA,NA,NA,NA,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,15,15,0,2,2,3,1,1,NA,NA
